"","ADM2_id","exposure_days","total_population","region","person_day_exposure","pop_wt_grdi","country"
"91","35162164B33282887229490",1,640.090022892952,"Americas",640.090022892952,26.0501743357838,"Jamaica"
"92","35162164B33499420983824",1,1242.12024028597,"Americas",1242.12024028597,54.1120717695239,"Jamaica"
"93","35162164B34108970564975",1,4609.23639762998,"Americas",4609.23639762998,40.8264349710176,"Jamaica"
"94","35162164B34576871564652",1,534.17794004783,"Americas",534.17794004783,70.0918285374641,"Jamaica"
"95","35162164B34799384969485",1,2085.14297478113,"Americas",2085.14297478113,57.665778604683,"Jamaica"
"96","35162164B3499900463051",1,462.071870050412,"Americas",462.071870050412,39.9148944214132,"Jamaica"
"97","35162164B3595633868920",1,365.273523782492,"Americas",365.273523782492,6.12269530090189,"Jamaica"
"98","35162164B35966590555151",1,2086.10361338332,"Americas",2086.10361338332,35.7950059909346,"Jamaica"
"99","35162164B3638695478709",1,3392.75767080572,"Americas",3392.75767080572,61.8659638696908,"Jamaica"
"100","35162164B36782193630345",1,808.227610582747,"Americas",808.227610582747,60.5219228754327,"Jamaica"
"101","35162164B36860764345845",1,1212.8115832331,"Americas",1212.8115832331,33.9266946332135,"Jamaica"
"102","35162164B36890645103450",1,1287.28782099495,"Americas",1287.28782099495,28.4250703761558,"Jamaica"
"103","35162164B37287460765736",1,3267.18696704626,"Americas",3267.18696704626,16.9856816897955,"Jamaica"
"104","35162164B37355742822958",1,1644.40530261736,"Americas",1644.40530261736,60.7637402729841,"Jamaica"
"105","35162164B37480487737261",1,3710.09987328276,"Americas",3710.09987328276,52.7084224418745,"Jamaica"
"106","35162164B38413956233352",1,6159.93215277478,"Americas",6159.93215277478,40.171823736023,"Jamaica"
"107","35162164B39169634152977",1,5128.98956153344,"Americas",5128.98956153344,44.4191655761205,"Jamaica"
"108","35162164B39311117722517",1,1434.98344128877,"Americas",1434.98344128877,55.159046331915,"Jamaica"
"109","35162164B39839791868318",1,423.338807305396,"Americas",423.338807305396,22.5579414817279,"Jamaica"
"110","35162164B4025167017502",1,131.757269815579,"Americas",131.757269815579,23.5341572294188,"Jamaica"
"111","35162164B41289654122948",1,7416.23615426516,"Americas",7416.23615426516,44.4920021708352,"Jamaica"
"112","35162164B41303054294604",1,4117.80047789164,"Americas",4117.80047789164,55.422379875973,"Jamaica"
"113","35162164B42240340469477",1,3032.55757965475,"Americas",3032.55757965475,65.7525971646285,"Jamaica"
"114","35162164B42587299910885",1,9319.88823513821,"Americas",9319.88823513821,43.349864903165,"Jamaica"
"115","35162164B42794382244883",1,7505.63604863852,"Americas",7505.63604863852,34.9339468022425,"Jamaica"
"116","35162164B43001876870642",1,1054.16079329781,"Americas",1054.16079329781,57.7813495226736,"Jamaica"
"117","35162164B43329717977786",1,906.406078451071,"Americas",906.406078451071,39.7326994958537,"Jamaica"
"118","35162164B43359933366516",1,1764.08476913439,"Americas",1764.08476913439,55.2238391284714,"Jamaica"
"119","35162164B4381355814899",1,2712.03705631862,"Americas",2712.03705631862,65.0591544141261,"Jamaica"
"120","35162164B44108052302901",1,6238.37220605806,"Americas",6238.37220605806,33.4896019466075,"Jamaica"
"121","35162164B44132025235652",1,11419.3652246759,"Americas",11419.3652246759,35.7489186958131,"Jamaica"
"122","35162164B45570204479435",1,1859.11380532511,"Americas",1859.11380532511,49.7385775168669,"Jamaica"
"123","35162164B45790961504178",1,811.729655235074,"Americas",811.729655235074,54.9863257429544,"Jamaica"
"124","35162164B46160238611369",1,1533.51134446196,"Americas",1533.51134446196,55.9694288096456,"Jamaica"
"125","35162164B46718052991793",1,737.912795315199,"Americas",737.912795315199,62.2452009403053,"Jamaica"
"126","35162164B4735329384018",1,56.070453029871,"Americas",56.070453029871,5.55165333207807,"Jamaica"
"127","35162164B47977528408812",1,620.571542109959,"Americas",620.571542109959,49.3198344623438,"Jamaica"
"128","35162164B48283661565489",1,1810.35417150579,"Americas",1810.35417150579,40.0300844797923,"Jamaica"
"129","35162164B48871281697567",1,930.814276097789,"Americas",930.814276097789,29.6794774703475,"Jamaica"
"130","35162164B49055104405338",1,575.228928309418,"Americas",575.228928309418,33.4169874127391,"Jamaica"
"131","35162164B49086916119000",1,3586.17240749076,"Americas",3586.17240749076,34.9253020968787,"Jamaica"
"132","35162164B49820869522821",1,237.062281944305,"Americas",237.062281944305,30.0022036657624,"Jamaica"
"133","35162164B50149511982959",1,700.717889238074,"Americas",700.717889238074,53.2349045690658,"Jamaica"
"134","35162164B50213628521675",1,4915.99060818944,"Americas",4915.99060818944,41.4310527808118,"Jamaica"
"135","35162164B5152364964620",1,929.156648339555,"Americas",929.156648339555,51.694805023895,"Jamaica"
"136","35162164B52706250089410",1,2317.44266383067,"Americas",2317.44266383067,25.5043229637084,"Jamaica"
"137","35162164B52838643588694",1,5640.82339841835,"Americas",5640.82339841835,34.6582499234266,"Jamaica"
"138","35162164B53369988821982",1,1397.76650060438,"Americas",1397.76650060438,60.8524229924749,"Jamaica"
"139","35162164B53623755674193",1,5643.00026576381,"Americas",5643.00026576381,61.9361845838267,"Jamaica"
"140","35162164B53729872192207",1,1849.36071574464,"Americas",1849.36071574464,23.2190605662255,"Jamaica"
"141","35162164B53957159908750",1,1985.19166065015,"Americas",1985.19166065015,50.6693719906939,"Jamaica"
"142","35162164B54094305142623",1,413.971666271575,"Americas",413.971666271575,49.453216473737,"Jamaica"
"143","35162164B54306894687431",1,1579.02927215561,"Americas",1579.02927215561,45.6168421955827,"Jamaica"
"144","35162164B5486368161051",1,3020.92694517594,"Americas",3020.92694517594,39.053163005273,"Jamaica"
"145","35162164B55174178620740",1,927.502708470412,"Americas",927.502708470412,61.2910654640606,"Jamaica"
